tokenID,name,description,file_name,attributes[Pad],attributes[Glow],attributes[Pelt],attributes[Fit],attributes[Mug],attributes[Gear]
383,Hoodkin #383,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,383.gif,Ledger,No glow,Rust,Clay Cardigan,Sleepy,Shades
384,Hoodkin #384,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,384.gif,Night Tape,Gold Dust,Ink,No fit,Wide,None
385,Hoodkin #385,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,385.gif,Blush,Blush Bloom,Ink,Blue Tee,Wide,Phone
386,Hoodkin #386,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,386.gif,Ledger,No glow,Silver,Cream Polo,Sleepy,Shades
387,Hoodkin #387,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,387.gif,Amber,No glow,Snow,Clay Cardigan,Blink,Bucket Hat
388,Hoodkin #388,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,388.gif,Blush,No glow,Moss,Cream Polo,Coin,Headphones
389,Hoodkin #389,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,389.gif,Slate,Lime Halo,Rust,No fit,Blink,None
390,Hoodkin #390,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,390.gif,Slate,No glow,Rust,Ink Jacket,Spark,Headphones
391,Hoodkin #391,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,391.gif,Slate,Blush Bloom,Rust,Forest Hoodie,Spark,Back Cap
392,Hoodkin #392,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,392.gif,Blush,Sparkle,Snow,Clay Cardigan,Blink,None
393,Hoodkin #393,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,393.gif,Blotter,No glow,Snow,Ink Jacket,Smirk,Coffee
394,Hoodkin #394,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,394.gif,Mint,Sparkle,Honey,Cream Polo,Spark,Bucket Hat
395,Hoodkin #395,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,395.gif,Blotter,Blush Bloom,Silver,Blue Tee,Coin,None
396,Hoodkin #396,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,396.gif,Slate,Gold Dust,Snow,Clay Cardigan,Sleepy,Coffee
397,Hoodkin #397,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,397.gif,Night Tape,Sparkle,Ink,No fit,Wide,Shades
398,Hoodkin #398,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,398.gif,Amber,No glow,Silver,Blue Tee,Smirk,Coffee
399,Hoodkin #399,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,399.gif,Mint,No glow,Moss,No fit,Spark,Headphones
400,Hoodkin #400,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,400.gif,Blotter,Gold Dust,Moss,Forest Hoodie,Sleepy,Bucket Hat
401,Hoodkin #401,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,401.gif,Amber,No glow,Silver,Forest Hoodie,Heart,None
402,Hoodkin #402,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,402.gif,Blush,Blush Bloom,Rust,Clay Cardigan,Sleepy,Coffee
403,Hoodkin #403,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,403.gif,Mint,Sparkle,Rust,Cream Polo,Spark,Bucket Hat
404,Hoodkin #404,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,404.gif,Ledger,Sparkle,Silver,Blue Tee,Smirk,None
405,Hoodkin #405,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,405.gif,Night Tape,Sparkle,Rust,Cream Polo,Wide,Phone
406,Hoodkin #406,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,406.gif,Slate,Blush Bloom,Ink,Blue Tee,Blink,Back Cap
407,Hoodkin #407,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,407.gif,Mint,Gold Dust,Ink,Cream Polo,Smirk,None
408,Hoodkin #408,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,408.gif,Mist,No glow,Moss,No fit,Sleepy,Shades
409,Hoodkin #409,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,409.gif,Ledger,Gold Dust,Ink,Clay Cardigan,Blink,Shades
410,Hoodkin #410,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,410.gif,Mint,Sparkle,Ink,Blue Tee,Coin,Beanie
411,Hoodkin #411,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,411.gif,Blush,No glow,Honey,Clay Cardigan,Wink,Back Cap
412,Hoodkin #412,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,412.gif,Blush,Sparkle,Rust,Forest Hoodie,Blink,Bucket Hat
413,Hoodkin #413,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,413.gif,Amber,Gold Dust,Ink,Cream Polo,Smirk,Beanie
414,Hoodkin #414,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,414.gif,Mint,No glow,Rust,Blue Tee,Blink,None
415,Hoodkin #415,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,415.gif,Mist,No glow,Moss,Blue Tee,Sleepy,None
416,Hoodkin #416,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,416.gif,Mint,Blush Bloom,Ink,No fit,Blink,Bucket Hat
417,Hoodkin #417,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,417.gif,Mint,Blush Bloom,Snow,Forest Hoodie,Wink,Coffee
418,Hoodkin #418,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,418.gif,Blush,Sparkle,Moss,No fit,Wink,None
419,Hoodkin #419,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,419.gif,Night Tape,Sparkle,Moss,Cream Polo,Sleepy,None
420,Hoodkin #420,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,420.gif,Mist,Sparkle,Snow,Forest Hoodie,Spark,Back Cap
421,Hoodkin #421,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,421.gif,Mist,Sparkle,Honey,Forest Hoodie,Smirk,None
422,Hoodkin #422,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,422.gif,Blotter,Gold Dust,Ink,Ink Jacket,Heart,None
423,Hoodkin #423,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,423.gif,Blush,No glow,Silver,Clay Cardigan,Sleepy,None
424,Hoodkin #424,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,424.gif,Mist,Gold Dust,Silver,Clay Cardigan,Spark,Shades
425,Hoodkin #425,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,425.gif,Ledger,Sparkle,Silver,No fit,Blink,Bucket Hat
426,Hoodkin #426,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,426.gif,Blotter,No glow,Snow,Blue Tee,Blink,Bucket Hat
427,Hoodkin #427,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,427.gif,Blotter,No glow,Honey,Cream Polo,Wink,Beanie
428,Hoodkin #428,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,428.gif,Amber,Gold Dust,Rust,Cream Polo,Blink,Bucket Hat
429,Hoodkin #429,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,429.gif,Blotter,Lime Halo,Rust,Blue Tee,Sleepy,Phone
430,Hoodkin #430,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,430.gif,Mint,Blush Bloom,Honey,Clay Cardigan,Coin,Headphones
431,Hoodkin #431,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,431.gif,Blush,Sparkle,Ink,Blue Tee,Blink,Beanie
432,Hoodkin #432,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,432.gif,Mist,No glow,Silver,Ink Jacket,Smirk,Back Cap
433,Hoodkin #433,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,433.gif,Ledger,No glow,Silver,Cream Polo,Smirk,Beanie
434,Hoodkin #434,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,434.gif,Ledger,Gold Dust,Rust,No fit,Wide,Back Cap
435,Hoodkin #435,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,435.gif,Slate,Blush Bloom,Silver,Ink Jacket,Wink,Beanie
436,Hoodkin #436,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,436.gif,Mint,Lime Halo,Honey,Blue Tee,Blink,Bucket Hat
437,Hoodkin #437,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,437.gif,Amber,Gold Dust,Snow,Forest Hoodie,Wide,Phone
438,Hoodkin #438,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,438.gif,Blush,Gold Dust,Honey,Clay Cardigan,Wink,None
439,Hoodkin #439,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,439.gif,Night Tape,Blush Bloom,Moss,Ink Jacket,Wide,Back Cap
440,Hoodkin #440,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,440.gif,Slate,Blush Bloom,Snow,Ink Jacket,Heart,None
441,Hoodkin #441,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,441.gif,Ledger,Lime Halo,Moss,Ink Jacket,Wink,Beanie
442,Hoodkin #442,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,442.gif,Blush,Gold Dust,Honey,Blue Tee,Coin,Back Cap
443,Hoodkin #443,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,443.gif,Amber,Gold Dust,Honey,No fit,Heart,Phone
444,Hoodkin #444,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,444.gif,Amber,Gold Dust,Rust,Clay Cardigan,Heart,Back Cap
445,Hoodkin #445,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,445.gif,Night Tape,Blush Bloom,Ink,Ink Jacket,Coin,Shades
446,Hoodkin #446,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,446.gif,Mint,No glow,Silver,No fit,Wide,Coffee
447,Hoodkin #447,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,447.gif,Slate,Sparkle,Snow,Forest Hoodie,Wink,Shades
448,Hoodkin #448,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,448.gif,Blush,No glow,Rust,Blue Tee,Blink,Coffee
449,Hoodkin #449,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,449.gif,Amber,Gold Dust,Silver,Forest Hoodie,Wink,None
450,Hoodkin #450,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,450.gif,Amber,No glow,Moss,Ink Jacket,Coin,Beanie
451,Hoodkin #451,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,451.gif,Ledger,Gold Dust,Honey,Clay Cardigan,Blink,Coffee
452,Hoodkin #452,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,452.gif,Amber,Sparkle,Silver,Clay Cardigan,Coin,None
453,Hoodkin #453,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,453.gif,Slate,Blush Bloom,Ink,Cream Polo,Sleepy,Beanie
454,Hoodkin #454,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,454.gif,Blush,No glow,Moss,Forest Hoodie,Smirk,Back Cap
455,Hoodkin #455,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,455.gif,Blush,Lime Halo,Moss,Ink Jacket,Blink,None
456,Hoodkin #456,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,456.gif,Blush,Gold Dust,Ink,Blue Tee,Spark,Shades
457,Hoodkin #457,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,457.gif,Mint,Blush Bloom,Honey,Blue Tee,Coin,Shades
458,Hoodkin #458,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,458.gif,Amber,Sparkle,Ink,Clay Cardigan,Smirk,Headphones
459,Hoodkin #459,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,459.gif,Amber,Gold Dust,Silver,Clay Cardigan,Spark,None
460,Hoodkin #460,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,460.gif,Mint,Gold Dust,Silver,Ink Jacket,Smirk,Coffee
461,Hoodkin #461,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,461.gif,Mint,Blush Bloom,Honey,Clay Cardigan,Smirk,Shades
462,Hoodkin #462,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,462.gif,Mist,Sparkle,Rust,Blue Tee,Sleepy,Headphones
463,Hoodkin #463,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,463.gif,Slate,Blush Bloom,Silver,Clay Cardigan,Spark,Shades
464,Hoodkin #464,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,464.gif,Slate,Sparkle,Moss,Blue Tee,Heart,Bucket Hat
465,Hoodkin #465,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,465.gif,Mint,No glow,Rust,Forest Hoodie,Coin,Headphones
466,Hoodkin #466,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,466.gif,Mint,Sparkle,Silver,Cream Polo,Coin,Beanie
467,Hoodkin #467,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,467.gif,Blotter,Lime Halo,Moss,Cream Polo,Wink,Coffee
468,Hoodkin #468,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,468.gif,Blotter,Gold Dust,Snow,Forest Hoodie,Blink,Headphones
469,Hoodkin #469,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,469.gif,Blotter,Lime Halo,Honey,Forest Hoodie,Spark,Back Cap
470,Hoodkin #470,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,470.gif,Mist,Sparkle,Snow,No fit,Smirk,None
471,Hoodkin #471,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,471.gif,Blotter,Lime Halo,Ink,Cream Polo,Spark,Headphones
472,Hoodkin #472,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,472.gif,Slate,Sparkle,Ink,Clay Cardigan,Blink,None
473,Hoodkin #473,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,473.gif,Blush,Blush Bloom,Moss,Forest Hoodie,Heart,Headphones
474,Hoodkin #474,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,474.gif,Mint,Sparkle,Rust,Blue Tee,Spark,Coffee
475,Hoodkin #475,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,475.gif,Blush,No glow,Silver,Ink Jacket,Wide,Headphones
476,Hoodkin #476,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,476.gif,Mint,Lime Halo,Silver,No fit,Smirk,Shades
477,Hoodkin #477,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,477.gif,Ledger,Gold Dust,Silver,Forest Hoodie,Blink,Shades
478,Hoodkin #478,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,478.gif,Night Tape,Lime Halo,Rust,Clay Cardigan,Blink,None
479,Hoodkin #479,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,479.gif,Ledger,Blush Bloom,Ink,Clay Cardigan,Sleepy,Back Cap
480,Hoodkin #480,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,480.gif,Blotter,No glow,Snow,Cream Polo,Heart,Back Cap
481,Hoodkin #481,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,481.gif,Mint,Gold Dust,Rust,Clay Cardigan,Blink,None
482,Hoodkin #482,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,482.gif,Mint,No glow,Silver,No fit,Blink,Phone
483,Hoodkin #483,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,483.gif,Ledger,Gold Dust,Honey,Forest Hoodie,Heart,Phone
484,Hoodkin #484,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,484.gif,Ledger,No glow,Silver,Blue Tee,Wide,Coffee
485,Hoodkin #485,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,485.gif,Blush,Lime Halo,Ink,Blue Tee,Smirk,Coffee
486,Hoodkin #486,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,486.gif,Mist,No glow,Moss,Ink Jacket,Blink,Shades
487,Hoodkin #487,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,487.gif,Slate,Sparkle,Rust,Ink Jacket,Spark,Phone
488,Hoodkin #488,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,488.gif,Mist,Lime Halo,Rust,Ink Jacket,Blink,None
489,Hoodkin #489,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,489.gif,Blush,Lime Halo,Silver,Ink Jacket,Blink,Phone
490,Hoodkin #490,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,490.gif,Ledger,No glow,Snow,Clay Cardigan,Heart,Headphones
491,Hoodkin #491,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,491.gif,Blush,No glow,Rust,No fit,Blink,Beanie
492,Hoodkin #492,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,492.gif,Blush,No glow,Snow,Clay Cardigan,Sleepy,None
493,Hoodkin #493,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,493.gif,Mint,Blush Bloom,Honey,Forest Hoodie,Wink,Beanie
494,Hoodkin #494,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,494.gif,Ledger,No glow,Snow,Clay Cardigan,Sleepy,Coffee
495,Hoodkin #495,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,495.gif,Night Tape,Lime Halo,Ink,Cream Polo,Blink,Beanie
496,Hoodkin #496,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,496.gif,Blush,Blush Bloom,Rust,Blue Tee,Spark,Back Cap
497,Hoodkin #497,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,497.gif,Amber,Sparkle,Moss,Blue Tee,Blink,Coffee
498,Hoodkin #498,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,498.gif,Slate,No glow,Ink,Ink Jacket,Wide,Shades
499,Hoodkin #499,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,499.gif,Ledger,Gold Dust,Rust,No fit,Blink,Shades
500,Hoodkin #500,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,500.gif,Blotter,Lime Halo,Honey,Ink Jacket,Blink,None
501,Hoodkin #501,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,501.gif,Slate,Sparkle,Silver,Cream Polo,Wide,Headphones
502,Hoodkin #502,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,502.gif,Mist,No glow,Silver,Ink Jacket,Smirk,None
503,Hoodkin #503,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,503.gif,Blush,Gold Dust,Silver,Forest Hoodie,Sleepy,Phone
504,Hoodkin #504,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,504.gif,Mint,Sparkle,Snow,No fit,Coin,Beanie
505,Hoodkin #505,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,505.gif,Mist,No glow,Rust,Clay Cardigan,Wink,None
506,Hoodkin #506,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,506.gif,Blotter,No glow,Rust,Blue Tee,Spark,None
507,Hoodkin #507,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,507.gif,Mist,No glow,Ink,Cream Polo,Sleepy,Shades
508,Hoodkin #508,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,508.gif,Amber,Blush Bloom,Honey,Clay Cardigan,Coin,Headphones
509,Hoodkin #509,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,509.gif,Mint,Lime Halo,Silver,Ink Jacket,Blink,Beanie
510,Hoodkin #510,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,510.gif,Ledger,Lime Halo,Ink,Forest Hoodie,Blink,None
511,Hoodkin #511,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,511.gif,Blush,No glow,Snow,Ink Jacket,Wink,Back Cap
512,Hoodkin #512,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,512.gif,Amber,No glow,Rust,Forest Hoodie,Heart,Bucket Hat
513,Hoodkin #513,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,513.gif,Night Tape,Gold Dust,Moss,No fit,Smirk,None
514,Hoodkin #514,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,514.gif,Ledger,Blush Bloom,Snow,Ink Jacket,Smirk,Headphones
515,Hoodkin #515,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,515.gif,Slate,No glow,Honey,No fit,Blink,Shades
516,Hoodkin #516,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,516.gif,Slate,Sparkle,Snow,No fit,Sleepy,None
517,Hoodkin #517,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,517.gif,Amber,Sparkle,Rust,No fit,Smirk,None
518,Hoodkin #518,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,518.gif,Mist,Blush Bloom,Snow,Cream Polo,Heart,None
519,Hoodkin #519,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,519.gif,Blotter,Sparkle,Moss,Clay Cardigan,Blink,Back Cap
520,Hoodkin #520,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,520.gif,Slate,No glow,Moss,No fit,Sleepy,Bucket Hat
521,Hoodkin #521,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,521.gif,Mist,Lime Halo,Rust,Ink Jacket,Sleepy,Bucket Hat
522,Hoodkin #522,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,522.gif,Night Tape,Blush Bloom,Honey,Ink Jacket,Coin,Coffee
523,Hoodkin #523,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,523.gif,Mist,Sparkle,Silver,Blue Tee,Sleepy,Back Cap
524,Hoodkin #524,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,524.gif,Mint,Sparkle,Snow,No fit,Wide,Coffee
525,Hoodkin #525,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,525.gif,Ledger,No glow,Silver,Blue Tee,Spark,Back Cap
526,Hoodkin #526,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,526.gif,Slate,No glow,Rust,Ink Jacket,Sleepy,None
