tokenID,name,description,file_name,attributes[Stock],attributes[Screen],attributes[Figure],attributes[Pass],attributes[Knockout],attributes[Slug],attributes[Mark]
1410,Print #1410,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1410.gif,Lemon Sheet,Gild Mist,Stomp,Open Plate,Grin,Kerchief,Reg Ticks
1411,Print #1411,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1411.gif,Cream Sheet,Navy Mesh,Glide,Sash Pass,Wink,Bow,Reg Ticks
1412,Print #1412,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1412.gif,Kraft Sheet,Gild Mist,Hop,Open Plate,Wink,Brim,Reg Ticks
1413,Print #1413,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1413.gif,Cream Sheet,Aqua Mesh,Hop,Flare Pass,Shout,Burst,Clean Grip
1414,Print #1414,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1414.gif,Blush Sheet,Rosa Mesh,Twirl,Open Plate,Shout,Burst,Ink Splash
1415,Print #1415,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1415.gif,Ice Sheet,Aqua Mesh,Twirl,Sash Pass,Grin,Clear Slug,Star Burst
1416,Print #1416,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1416.gif,Mint Sheet,Rosa Mesh,Hop,Sash Pass,Grin,Clear Slug,Clean Grip
1417,Print #1417,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1417.gif,Ice Sheet,Bare Stock,Glide,Wrap Pass,Focus,Clear Slug,Ink Splash
1418,Print #1418,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1418.gif,Blush Sheet,Aqua Mesh,Stomp,Wrap Pass,Dots,Burst,Reg Ticks
1419,Print #1419,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1419.gif,Recycled Sheet,Rosa Mesh,Kick,Open Plate,Wink,Clear Slug,Crop Marks
1420,Print #1420,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1420.gif,Cream Sheet,Navy Mesh,Kick,Sash Pass,Calm,Burst,Ink Splash
1421,Print #1421,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1421.gif,Cream Sheet,Gild Mist,Twirl,Smock Pass,Grin,Kerchief,Star Burst
1422,Print #1422,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1422.gif,Cream Sheet,Ember Dust,Pop,Sash Pass,Grin,Clear Slug,Star Burst
1423,Print #1423,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1423.gif,Ice Sheet,Rosa Mesh,Hop,Cuff Pass,Dots,Clear Slug,Star Burst
1424,Print #1424,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1424.gif,Mint Sheet,Gild Mist,Hop,Smock Pass,Shout,Kerchief,Clean Grip
1425,Print #1425,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1425.gif,Cream Sheet,Navy Mesh,Glide,Open Plate,Grin,Kerchief,Ink Splash
1426,Print #1426,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1426.gif,Cream Sheet,Rosa Mesh,Sway,Cuff Pass,Grin,Clear Slug,Ink Splash
1427,Print #1427,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1427.gif,Kraft Sheet,Bare Stock,Twirl,Cuff Pass,Wink,Burst,Star Burst
1428,Print #1428,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1428.gif,Cream Sheet,Navy Mesh,Twirl,Open Plate,Grin,Brim,Crop Marks
1429,Print #1429,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1429.gif,Ice Sheet,Aqua Mesh,Pop,Bib Pass,Calm,Burst,Star Burst
1430,Print #1430,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1430.gif,Mint Sheet,Gild Mist,Kick,Flare Pass,Dots,Burst,Reg Ticks
1431,Print #1431,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1431.gif,Fog Sheet,Aqua Mesh,Pop,Bib Pass,Wink,Brim,Reg Ticks
1432,Print #1432,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1432.gif,Blush Sheet,Navy Mesh,Kick,Bib Pass,Calm,Bow,Reg Ticks
1433,Print #1433,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1433.gif,Kraft Sheet,Bare Stock,Twirl,Flare Pass,Calm,Kerchief,Crop Marks
1434,Print #1434,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1434.gif,Recycled Sheet,Rosa Mesh,Kick,Wrap Pass,Calm,Clear Slug,Clean Grip
1435,Print #1435,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1435.gif,Fog Sheet,Ember Dust,Kick,Cuff Pass,Shout,Brim,Clean Grip
1436,Print #1436,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1436.gif,Lemon Sheet,Gild Mist,Sway,Bib Pass,Calm,Kerchief,Ink Splash
1437,Print #1437,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1437.gif,Mint Sheet,Ember Dust,Sway,Wrap Pass,Wink,Bow,Clean Grip
1438,Print #1438,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1438.gif,Ice Sheet,Rosa Mesh,Reach,Flare Pass,Shout,Bow,Crop Marks
1439,Print #1439,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1439.gif,Lemon Sheet,Aqua Mesh,Stomp,Smock Pass,Calm,Bow,Clean Grip
1440,Print #1440,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1440.gif,Cream Sheet,Gild Mist,Reach,Open Plate,Shout,Clear Slug,Clean Grip
1441,Print #1441,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1441.gif,Lemon Sheet,Bare Stock,Hop,Wrap Pass,Dots,Brim,Clean Grip
1442,Print #1442,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1442.gif,Lemon Sheet,Navy Mesh,Hop,Smock Pass,Shout,Kerchief,Ink Splash
1443,Print #1443,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1443.gif,Cream Sheet,Bare Stock,Reach,Sash Pass,Focus,Kerchief,Reg Ticks
1444,Print #1444,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1444.gif,Mint Sheet,Ember Dust,Sway,Cuff Pass,Focus,Clear Slug,Crop Marks
1445,Print #1445,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1445.gif,Kraft Sheet,Aqua Mesh,Sway,Wrap Pass,Shout,Brim,Ink Splash
1446,Print #1446,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1446.gif,Recycled Sheet,Aqua Mesh,Hop,Wrap Pass,Grin,Clear Slug,Reg Ticks
1447,Print #1447,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1447.gif,Mint Sheet,Bare Stock,Twirl,Open Plate,Shout,Kerchief,Reg Ticks
1448,Print #1448,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1448.gif,Fog Sheet,Aqua Mesh,Stomp,Open Plate,Shout,Kerchief,Clean Grip
1449,Print #1449,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1449.gif,Cream Sheet,Rosa Mesh,Hop,Smock Pass,Dots,Bow,Reg Ticks
1450,Print #1450,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1450.gif,Kraft Sheet,Aqua Mesh,Hop,Smock Pass,Focus,Brim,Crop Marks
1451,Print #1451,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1451.gif,Ice Sheet,Aqua Mesh,Kick,Cuff Pass,Wink,Clear Slug,Star Burst
1452,Print #1452,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1452.gif,Mint Sheet,Aqua Mesh,Twirl,Wrap Pass,Wink,Brim,Crop Marks
1453,Print #1453,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1453.gif,Lemon Sheet,Aqua Mesh,Reach,Open Plate,Grin,Bow,Ink Splash
1454,Print #1454,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1454.gif,Fog Sheet,Bare Stock,Kick,Bib Pass,Calm,Kerchief,Ink Splash
1455,Print #1455,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1455.gif,Cream Sheet,Ember Dust,Pop,Open Plate,Focus,Brim,Star Burst
1456,Print #1456,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1456.gif,Blush Sheet,Ember Dust,Reach,Smock Pass,Dots,Clear Slug,Reg Ticks
1457,Print #1457,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1457.gif,Ice Sheet,Gild Mist,Twirl,Bib Pass,Shout,Bow,Reg Ticks
1458,Print #1458,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1458.gif,Blush Sheet,Rosa Mesh,Twirl,Sash Pass,Calm,Clear Slug,Ink Splash
1459,Print #1459,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1459.gif,Mint Sheet,Bare Stock,Kick,Smock Pass,Calm,Brim,Reg Ticks
1460,Print #1460,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1460.gif,Blush Sheet,Rosa Mesh,Reach,Bib Pass,Focus,Bow,Clean Grip
1461,Print #1461,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1461.gif,Mint Sheet,Rosa Mesh,Kick,Smock Pass,Dots,Burst,Star Burst
1462,Print #1462,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1462.gif,Kraft Sheet,Rosa Mesh,Kick,Bib Pass,Dots,Clear Slug,Clean Grip
1463,Print #1463,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1463.gif,Recycled Sheet,Gild Mist,Reach,Open Plate,Wink,Bow,Ink Splash
1464,Print #1464,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1464.gif,Cream Sheet,Aqua Mesh,Pop,Bib Pass,Wink,Kerchief,Clean Grip
1465,Print #1465,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1465.gif,Fog Sheet,Gild Mist,Kick,Wrap Pass,Dots,Clear Slug,Reg Ticks
1466,Print #1466,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1466.gif,Fog Sheet,Ember Dust,Sway,Sash Pass,Focus,Burst,Reg Ticks
1467,Print #1467,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1467.gif,Cream Sheet,Ember Dust,Hop,Bib Pass,Dots,Clear Slug,Reg Ticks
1468,Print #1468,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1468.gif,Blush Sheet,Ember Dust,Kick,Sash Pass,Focus,Bow,Star Burst
1469,Print #1469,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1469.gif,Cream Sheet,Aqua Mesh,Reach,Bib Pass,Dots,Clear Slug,Clean Grip
1470,Print #1470,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1470.gif,Fog Sheet,Bare Stock,Kick,Flare Pass,Focus,Clear Slug,Ink Splash
1471,Print #1471,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1471.gif,Blush Sheet,Gild Mist,Sway,Open Plate,Calm,Bow,Reg Ticks
1472,Print #1472,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1472.gif,Kraft Sheet,Rosa Mesh,Pop,Bib Pass,Dots,Clear Slug,Clean Grip
1473,Print #1473,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1473.gif,Kraft Sheet,Bare Stock,Stomp,Smock Pass,Dots,Burst,Star Burst
1474,Print #1474,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1474.gif,Recycled Sheet,Aqua Mesh,Twirl,Cuff Pass,Grin,Kerchief,Star Burst
1475,Print #1475,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1475.gif,Fog Sheet,Bare Stock,Kick,Cuff Pass,Calm,Clear Slug,Reg Ticks
1476,Print #1476,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1476.gif,Lemon Sheet,Aqua Mesh,Kick,Smock Pass,Calm,Brim,Reg Ticks
1477,Print #1477,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1477.gif,Lemon Sheet,Aqua Mesh,Twirl,Wrap Pass,Calm,Bow,Reg Ticks
1478,Print #1478,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1478.gif,Cream Sheet,Aqua Mesh,Hop,Flare Pass,Shout,Bow,Clean Grip
1479,Print #1479,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1479.gif,Cream Sheet,Navy Mesh,Reach,Open Plate,Grin,Kerchief,Crop Marks
1480,Print #1480,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1480.gif,Recycled Sheet,Rosa Mesh,Twirl,Sash Pass,Shout,Clear Slug,Star Burst
1481,Print #1481,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1481.gif,Recycled Sheet,Gild Mist,Hop,Bib Pass,Calm,Clear Slug,Ink Splash
1482,Print #1482,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1482.gif,Ice Sheet,Bare Stock,Sway,Wrap Pass,Shout,Brim,Star Burst
1483,Print #1483,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1483.gif,Fog Sheet,Bare Stock,Sway,Wrap Pass,Dots,Clear Slug,Crop Marks
1484,Print #1484,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1484.gif,Cream Sheet,Ember Dust,Twirl,Smock Pass,Grin,Kerchief,Star Burst
1485,Print #1485,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1485.gif,Blush Sheet,Rosa Mesh,Sway,Open Plate,Shout,Kerchief,Crop Marks
1486,Print #1486,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1486.gif,Blush Sheet,Bare Stock,Sway,Open Plate,Focus,Burst,Crop Marks
1487,Print #1487,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1487.gif,Recycled Sheet,Ember Dust,Kick,Flare Pass,Wink,Clear Slug,Crop Marks
1488,Print #1488,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1488.gif,Cream Sheet,Bare Stock,Twirl,Bib Pass,Grin,Kerchief,Clean Grip
1489,Print #1489,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1489.gif,Mint Sheet,Bare Stock,Kick,Cuff Pass,Dots,Bow,Reg Ticks
1490,Print #1490,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1490.gif,Blush Sheet,Rosa Mesh,Kick,Cuff Pass,Calm,Bow,Crop Marks
1491,Print #1491,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1491.gif,Cream Sheet,Navy Mesh,Kick,Flare Pass,Focus,Brim,Star Burst
1492,Print #1492,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1492.gif,Ice Sheet,Aqua Mesh,Twirl,Flare Pass,Shout,Burst,Clean Grip
1493,Print #1493,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1493.gif,Fog Sheet,Navy Mesh,Kick,Open Plate,Grin,Clear Slug,Star Burst
1494,Print #1494,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1494.gif,Fog Sheet,Gild Mist,Reach,Sash Pass,Calm,Kerchief,Crop Marks
1495,Print #1495,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1495.gif,Recycled Sheet,Rosa Mesh,Pop,Open Plate,Shout,Burst,Reg Ticks
1496,Print #1496,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1496.gif,Mint Sheet,Ember Dust,Kick,Open Plate,Focus,Kerchief,Crop Marks
1497,Print #1497,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1497.gif,Blush Sheet,Bare Stock,Stomp,Wrap Pass,Wink,Kerchief,Star Burst
1498,Print #1498,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1498.gif,Cream Sheet,Ember Dust,Hop,Flare Pass,Calm,Kerchief,Clean Grip
1499,Print #1499,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1499.gif,Kraft Sheet,Ember Dust,Reach,Bib Pass,Dots,Kerchief,Crop Marks
1500,Print #1500,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1500.gif,Lemon Sheet,Bare Stock,Kick,Wrap Pass,Calm,Clear Slug,Star Burst
1501,Print #1501,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1501.gif,Cream Sheet,Bare Stock,Twirl,Bib Pass,Calm,Clear Slug,Ink Splash
1502,Print #1502,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1502.gif,Blush Sheet,Navy Mesh,Sway,Flare Pass,Grin,Kerchief,Star Burst
1503,Print #1503,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1503.gif,Blush Sheet,Rosa Mesh,Glide,Smock Pass,Focus,Clear Slug,Reg Ticks
1504,Print #1504,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1504.gif,Blush Sheet,Aqua Mesh,Hop,Wrap Pass,Calm,Kerchief,Star Burst
1505,Print #1505,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1505.gif,Blush Sheet,Gild Mist,Sway,Bib Pass,Dots,Brim,Clean Grip
1506,Print #1506,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1506.gif,Ice Sheet,Ember Dust,Kick,Wrap Pass,Dots,Bow,Star Burst
1507,Print #1507,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1507.gif,Cream Sheet,Rosa Mesh,Sway,Smock Pass,Focus,Kerchief,Crop Marks
1508,Print #1508,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1508.gif,Mint Sheet,Gild Mist,Kick,Smock Pass,Focus,Burst,Ink Splash
1509,Print #1509,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1509.gif,Lemon Sheet,Gild Mist,Reach,Sash Pass,Dots,Clear Slug,Star Burst
1510,Print #1510,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1510.gif,Mint Sheet,Gild Mist,Kick,Cuff Pass,Calm,Brim,Clean Grip
1511,Print #1511,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1511.gif,Fog Sheet,Bare Stock,Kick,Smock Pass,Focus,Bow,Reg Ticks
1512,Print #1512,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1512.gif,Fog Sheet,Ember Dust,Kick,Smock Pass,Wink,Kerchief,Ink Splash
1513,Print #1513,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1513.gif,Mint Sheet,Navy Mesh,Reach,Bib Pass,Dots,Bow,Clean Grip
1514,Print #1514,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1514.gif,Mint Sheet,Aqua Mesh,Twirl,Open Plate,Dots,Bow,Clean Grip
1515,Print #1515,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1515.gif,Mint Sheet,Rosa Mesh,Pop,Open Plate,Grin,Brim,Clean Grip
1516,Print #1516,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1516.gif,Recycled Sheet,Gild Mist,Glide,Wrap Pass,Grin,Brim,Crop Marks
1517,Print #1517,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1517.gif,Kraft Sheet,Aqua Mesh,Glide,Wrap Pass,Shout,Bow,Ink Splash
1518,Print #1518,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1518.gif,Cream Sheet,Rosa Mesh,Twirl,Smock Pass,Dots,Kerchief,Clean Grip
1519,Print #1519,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1519.gif,Fog Sheet,Gild Mist,Reach,Smock Pass,Grin,Burst,Ink Splash
1520,Print #1520,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1520.gif,Cream Sheet,Navy Mesh,Pop,Open Plate,Calm,Clear Slug,Clean Grip
1521,Print #1521,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1521.gif,Kraft Sheet,Rosa Mesh,Reach,Sash Pass,Shout,Brim,Reg Ticks
1522,Print #1522,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1522.gif,Mint Sheet,Rosa Mesh,Reach,Open Plate,Wink,Bow,Reg Ticks
1523,Print #1523,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1523.gif,Blush Sheet,Bare Stock,Reach,Open Plate,Wink,Clear Slug,Ink Splash
1524,Print #1524,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1524.gif,Mint Sheet,Bare Stock,Twirl,Open Plate,Shout,Bow,Clean Grip
1525,Print #1525,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1525.gif,Cream Sheet,Gild Mist,Kick,Smock Pass,Calm,Clear Slug,Reg Ticks
1526,Print #1526,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1526.gif,Fog Sheet,Navy Mesh,Hop,Wrap Pass,Dots,Clear Slug,Clean Grip
1527,Print #1527,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1527.gif,Kraft Sheet,Aqua Mesh,Kick,Smock Pass,Shout,Burst,Clean Grip
1528,Print #1528,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1528.gif,Recycled Sheet,Gild Mist,Stomp,Cuff Pass,Grin,Burst,Star Burst
1529,Print #1529,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1529.gif,Mint Sheet,Bare Stock,Hop,Open Plate,Focus,Kerchief,Clean Grip
1530,Print #1530,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1530.gif,Blush Sheet,Rosa Mesh,Twirl,Bib Pass,Shout,Brim,Star Burst
1531,Print #1531,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1531.gif,Recycled Sheet,Aqua Mesh,Sway,Open Plate,Grin,Kerchief,Clean Grip
1532,Print #1532,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1532.gif,Mint Sheet,Navy Mesh,Sway,Flare Pass,Wink,Brim,Reg Ticks
1533,Print #1533,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1533.gif,Recycled Sheet,Gild Mist,Stomp,Smock Pass,Calm,Clear Slug,Star Burst
1534,Print #1534,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1534.gif,Kraft Sheet,Rosa Mesh,Stomp,Wrap Pass,Calm,Burst,Clean Grip
1535,Print #1535,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1535.gif,Recycled Sheet,Aqua Mesh,Sway,Wrap Pass,Grin,Clear Slug,Reg Ticks
1536,Print #1536,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1536.gif,Cream Sheet,Aqua Mesh,Pop,Flare Pass,Focus,Bow,Clean Grip
1537,Print #1537,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1537.gif,Lemon Sheet,Rosa Mesh,Stomp,Bib Pass,Dots,Kerchief,Clean Grip
1538,Print #1538,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1538.gif,Mint Sheet,Bare Stock,Stomp,Bib Pass,Dots,Clear Slug,Crop Marks
1539,Print #1539,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1539.gif,Cream Sheet,Aqua Mesh,Twirl,Flare Pass,Dots,Clear Slug,Ink Splash
1540,Print #1540,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1540.gif,Cream Sheet,Aqua Mesh,Kick,Bib Pass,Dots,Kerchief,Reg Ticks
1541,Print #1541,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1541.gif,Cream Sheet,Rosa Mesh,Kick,Sash Pass,Dots,Bow,Clean Grip
1542,Print #1542,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1542.gif,Mint Sheet,Navy Mesh,Kick,Cuff Pass,Grin,Kerchief,Crop Marks
1543,Print #1543,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1543.gif,Cream Sheet,Navy Mesh,Hop,Open Plate,Shout,Brim,Star Burst
1544,Print #1544,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1544.gif,Lemon Sheet,Bare Stock,Sway,Open Plate,Dots,Clear Slug,Star Burst
1545,Print #1545,A looping risograph dancer from Risota. Spot ink. Misregister. One clock. Minted on Robinhood Chain.,1545.gif,Fog Sheet,Ember Dust,Twirl,Cuff Pass,Grin,Burst,Clean Grip
