tokenID,name,description,file_name,attributes[Wove],attributes[Guilloche],attributes[Bust],attributes[Surcharge],attributes[Aspect],attributes[Device],attributes[Cancel]
1905,Perfin #1905,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1905.gif,Sage Wove,Value Tablet,Keeper,Orange Triangle,Stern,Pipe,Mint Uncancelled
1906,Perfin #1906,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1906.gif,Pearl Wove,Rose Engine,Botanist,Carmine Bar,Wink,Medal,Mint Uncancelled
1907,Perfin #1907,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1907.gif,Ivory Wove,Lattice,Warden,Prussian Band,Smile,Pipe,Wavy Lines
1908,Perfin #1908,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1908.gif,Ivory Wove,Sunburst,Clerk,Orange Triangle,Glance,Cockade,Circular Date
1909,Perfin #1909,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1909.gif,Azure Wove,Rose Engine,Warden,Prussian Band,Wink,Spectacles,Mute Killer
1910,Perfin #1910,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1910.gif,Rose Wove,Sunburst,Keeper,No Surcharge,Stern,Bare Device,Mint Uncancelled
1911,Perfin #1911,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1911.gif,Lilac Wove,Wave Engine,Mapper,No Surcharge,Shout,Bare Device,Wavy Lines
1912,Perfin #1912,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1912.gif,Pearl Wove,Value Tablet,Botanist,Carmine Bar,Shout,Bare Device,Mute Killer
1913,Perfin #1913,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1913.gif,Rose Wove,Lattice,Botanist,Prussian Band,Wink,Medal,Circular Date
1914,Perfin #1914,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1914.gif,Lilac Wove,Sunburst,Keeper,No Surcharge,Shout,Bare Device,Wavy Lines
1915,Perfin #1915,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1915.gif,Ivory Wove,Geometric Engine,Pilot,Violet Oval,Glance,Bare Device,Mute Killer
1916,Perfin #1916,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1916.gif,Lilac Wove,Geometric Engine,Keeper,No Surcharge,Smile,Goggles,Mint Uncancelled
1917,Perfin #1917,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1917.gif,Lilac Wove,Lattice,Warden,Prussian Band,Glance,Bare Device,Killer Bars
1918,Perfin #1918,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1918.gif,Sage Wove,Rose Engine,Clerk,Carmine Bar,Glance,Bare Device,Circular Date
1919,Perfin #1919,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1919.gif,Grey Wove,Lattice,Botanist,Carmine Bar,Calm,Bare Device,Wavy Lines
1920,Perfin #1920,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1920.gif,Grey Wove,Value Tablet,Keeper,No Surcharge,Calm,Spectacles,Circular Date
1921,Perfin #1921,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1921.gif,Azure Wove,Wave Engine,Clerk,No Surcharge,Smile,Bare Device,Wavy Lines
1922,Perfin #1922,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1922.gif,Sage Wove,Geometric Engine,Keeper,Violet Oval,Calm,Goggles,Mint Uncancelled
1923,Perfin #1923,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1923.gif,Rose Wove,Lattice,Clerk,Prussian Band,Glance,Pipe,Mute Killer
1924,Perfin #1924,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1924.gif,Grey Wove,Geometric Engine,Clerk,Carmine Bar,Wink,Medal,Circular Date
1925,Perfin #1925,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1925.gif,Grey Wove,Value Tablet,Pilot,No Surcharge,Glance,Spectacles,Wavy Lines
1926,Perfin #1926,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1926.gif,Buff Wove,Value Tablet,Clerk,Carmine Bar,Stern,Spectacles,Mute Killer
1927,Perfin #1927,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1927.gif,Rose Wove,Value Tablet,Signal,Violet Oval,Calm,Bare Device,Mint Uncancelled
1928,Perfin #1928,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1928.gif,Buff Wove,Wave Engine,Mapper,Prussian Band,Wink,Goggles,Killer Bars
1929,Perfin #1929,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1929.gif,Grey Wove,Value Tablet,Pilot,Violet Oval,Shout,Cockade,Killer Bars
1930,Perfin #1930,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1930.gif,Pearl Wove,Value Tablet,Captain,Orange Triangle,Calm,Spectacles,Mint Uncancelled
1931,Perfin #1931,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1931.gif,Ivory Wove,Geometric Engine,Signal,No Surcharge,Shout,Cockade,Mint Uncancelled
1932,Perfin #1932,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1932.gif,Grey Wove,Sunburst,Pilot,Violet Oval,Smile,Spectacles,Mint Uncancelled
1933,Perfin #1933,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1933.gif,Lilac Wove,Wave Engine,Keeper,No Surcharge,Calm,Bare Device,Mute Killer
1934,Perfin #1934,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1934.gif,Lilac Wove,Wave Engine,Keeper,No Surcharge,Stern,Bare Device,Mint Uncancelled
1935,Perfin #1935,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1935.gif,Lilac Wove,Value Tablet,Botanist,No Surcharge,Stern,Bare Device,Killer Bars
1936,Perfin #1936,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1936.gif,Pearl Wove,Rose Engine,Warden,No Surcharge,Glance,Spectacles,Wavy Lines
1937,Perfin #1937,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1937.gif,Lilac Wove,Lattice,Warden,Prussian Band,Wink,Goggles,Mute Killer
1938,Perfin #1938,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1938.gif,Pearl Wove,Geometric Engine,Clerk,Violet Oval,Smile,Cockade,Wavy Lines
1939,Perfin #1939,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1939.gif,Rose Wove,Geometric Engine,Signal,Carmine Bar,Smile,Cockade,Mute Killer
1940,Perfin #1940,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1940.gif,Lilac Wove,Lattice,Warden,Violet Oval,Wink,Spectacles,Mint Uncancelled
1941,Perfin #1941,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1941.gif,Grey Wove,Lattice,Clerk,No Surcharge,Stern,Cockade,Wavy Lines
1942,Perfin #1942,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1942.gif,Sage Wove,Wave Engine,Keeper,Prussian Band,Stern,Medal,Mint Uncancelled
1943,Perfin #1943,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1943.gif,Grey Wove,Value Tablet,Botanist,Carmine Bar,Stern,Cockade,Mint Uncancelled
1944,Perfin #1944,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1944.gif,Pearl Wove,Sunburst,Pilot,No Surcharge,Calm,Bare Device,Mute Killer
1945,Perfin #1945,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1945.gif,Azure Wove,Geometric Engine,Clerk,Violet Oval,Glance,Bare Device,Mint Uncancelled
1946,Perfin #1946,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1946.gif,Azure Wove,Geometric Engine,Clerk,Orange Triangle,Calm,Pipe,Mute Killer
1947,Perfin #1947,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1947.gif,Sage Wove,Lattice,Warden,Prussian Band,Calm,Spectacles,Circular Date
1948,Perfin #1948,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1948.gif,Sage Wove,Sunburst,Signal,Carmine Bar,Calm,Pipe,Mint Uncancelled
1949,Perfin #1949,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1949.gif,Azure Wove,Wave Engine,Clerk,Prussian Band,Smile,Bare Device,Mute Killer
1950,Perfin #1950,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1950.gif,Rose Wove,Wave Engine,Pilot,Orange Triangle,Shout,Bare Device,Circular Date
1951,Perfin #1951,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1951.gif,Pearl Wove,Sunburst,Signal,Carmine Bar,Calm,Pipe,Wavy Lines
1952,Perfin #1952,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1952.gif,Lilac Wove,Lattice,Warden,Carmine Bar,Smile,Cockade,Circular Date
1953,Perfin #1953,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1953.gif,Lilac Wove,Sunburst,Botanist,No Surcharge,Calm,Medal,Mint Uncancelled
1954,Perfin #1954,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1954.gif,Pearl Wove,Rose Engine,Keeper,Orange Triangle,Stern,Medal,Circular Date
1955,Perfin #1955,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1955.gif,Rose Wove,Value Tablet,Botanist,Carmine Bar,Calm,Spectacles,Mint Uncancelled
1956,Perfin #1956,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1956.gif,Grey Wove,Lattice,Botanist,Prussian Band,Stern,Goggles,Mint Uncancelled
1957,Perfin #1957,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1957.gif,Rose Wove,Wave Engine,Keeper,No Surcharge,Calm,Pipe,Killer Bars
1958,Perfin #1958,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1958.gif,Grey Wove,Wave Engine,Signal,Violet Oval,Stern,Medal,Circular Date
1959,Perfin #1959,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1959.gif,Rose Wove,Lattice,Clerk,No Surcharge,Calm,Medal,Circular Date
1960,Perfin #1960,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1960.gif,Sage Wove,Geometric Engine,Captain,Carmine Bar,Shout,Goggles,Killer Bars
1961,Perfin #1961,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1961.gif,Sage Wove,Value Tablet,Captain,Violet Oval,Calm,Medal,Killer Bars
1962,Perfin #1962,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1962.gif,Sage Wove,Geometric Engine,Pilot,Carmine Bar,Wink,Bare Device,Mint Uncancelled
1963,Perfin #1963,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1963.gif,Buff Wove,Lattice,Mapper,Prussian Band,Shout,Goggles,Mute Killer
1964,Perfin #1964,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1964.gif,Ivory Wove,Sunburst,Keeper,Orange Triangle,Glance,Goggles,Circular Date
1965,Perfin #1965,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1965.gif,Lilac Wove,Lattice,Captain,No Surcharge,Calm,Goggles,Mint Uncancelled
1966,Perfin #1966,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1966.gif,Azure Wove,Wave Engine,Captain,Prussian Band,Smile,Cockade,Mute Killer
1967,Perfin #1967,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1967.gif,Grey Wove,Wave Engine,Captain,No Surcharge,Calm,Pipe,Circular Date
1968,Perfin #1968,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1968.gif,Lilac Wove,Lattice,Captain,Orange Triangle,Smile,Bare Device,Circular Date
1969,Perfin #1969,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1969.gif,Pearl Wove,Geometric Engine,Keeper,Carmine Bar,Shout,Medal,Mute Killer
1970,Perfin #1970,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1970.gif,Rose Wove,Lattice,Mapper,No Surcharge,Glance,Spectacles,Killer Bars
1971,Perfin #1971,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1971.gif,Sage Wove,Geometric Engine,Keeper,No Surcharge,Smile,Bare Device,Killer Bars
1972,Perfin #1972,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1972.gif,Lilac Wove,Geometric Engine,Clerk,No Surcharge,Shout,Goggles,Mint Uncancelled
1973,Perfin #1973,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1973.gif,Lilac Wove,Rose Engine,Mapper,Violet Oval,Glance,Goggles,Killer Bars
1974,Perfin #1974,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1974.gif,Ivory Wove,Wave Engine,Captain,Prussian Band,Smile,Spectacles,Killer Bars
1975,Perfin #1975,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1975.gif,Azure Wove,Geometric Engine,Keeper,No Surcharge,Smile,Goggles,Killer Bars
1976,Perfin #1976,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1976.gif,Sage Wove,Lattice,Captain,No Surcharge,Smile,Bare Device,Mint Uncancelled
1977,Perfin #1977,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1977.gif,Buff Wove,Wave Engine,Mapper,Carmine Bar,Smile,Spectacles,Mute Killer
1978,Perfin #1978,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1978.gif,Grey Wove,Value Tablet,Botanist,Carmine Bar,Stern,Medal,Circular Date
1979,Perfin #1979,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1979.gif,Lilac Wove,Lattice,Warden,Orange Triangle,Calm,Spectacles,Mint Uncancelled
1980,Perfin #1980,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1980.gif,Ivory Wove,Rose Engine,Pilot,Prussian Band,Glance,Spectacles,Mute Killer
1981,Perfin #1981,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1981.gif,Buff Wove,Wave Engine,Captain,Prussian Band,Shout,Bare Device,Mute Killer
1982,Perfin #1982,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1982.gif,Buff Wove,Geometric Engine,Keeper,No Surcharge,Calm,Goggles,Circular Date
1983,Perfin #1983,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1983.gif,Pearl Wove,Geometric Engine,Captain,Violet Oval,Wink,Cockade,Wavy Lines
1984,Perfin #1984,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1984.gif,Grey Wove,Wave Engine,Clerk,No Surcharge,Calm,Medal,Wavy Lines
1985,Perfin #1985,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1985.gif,Buff Wove,Sunburst,Captain,No Surcharge,Shout,Medal,Mute Killer
1986,Perfin #1986,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1986.gif,Lilac Wove,Sunburst,Captain,Prussian Band,Wink,Bare Device,Mint Uncancelled
1987,Perfin #1987,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1987.gif,Sage Wove,Lattice,Clerk,Prussian Band,Shout,Bare Device,Mint Uncancelled
1988,Perfin #1988,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1988.gif,Rose Wove,Geometric Engine,Warden,No Surcharge,Shout,Spectacles,Circular Date
1989,Perfin #1989,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1989.gif,Rose Wove,Lattice,Botanist,No Surcharge,Stern,Bare Device,Killer Bars
1990,Perfin #1990,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1990.gif,Grey Wove,Lattice,Pilot,Prussian Band,Smile,Goggles,Mute Killer
1991,Perfin #1991,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1991.gif,Ivory Wove,Value Tablet,Warden,Carmine Bar,Shout,Medal,Circular Date
1992,Perfin #1992,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1992.gif,Ivory Wove,Lattice,Clerk,Prussian Band,Wink,Goggles,Mute Killer
1993,Perfin #1993,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1993.gif,Pearl Wove,Wave Engine,Warden,Carmine Bar,Wink,Bare Device,Circular Date
1994,Perfin #1994,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1994.gif,Lilac Wove,Rose Engine,Botanist,Orange Triangle,Wink,Goggles,Circular Date
1995,Perfin #1995,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1995.gif,Sage Wove,Rose Engine,Clerk,Violet Oval,Stern,Spectacles,Mint Uncancelled
1996,Perfin #1996,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1996.gif,Lilac Wove,Wave Engine,Clerk,No Surcharge,Shout,Pipe,Circular Date
1997,Perfin #1997,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1997.gif,Ivory Wove,Wave Engine,Clerk,Violet Oval,Shout,Bare Device,Mint Uncancelled
1998,Perfin #1998,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1998.gif,Sage Wove,Sunburst,Clerk,Carmine Bar,Calm,Goggles,Mute Killer
1999,Perfin #1999,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,1999.gif,Lilac Wove,Geometric Engine,Keeper,Orange Triangle,Glance,Medal,Circular Date
2000,Perfin #2000,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2000.gif,Buff Wove,Lattice,Botanist,Prussian Band,Calm,Bare Device,Mute Killer
2001,Perfin #2001,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2001.gif,Lilac Wove,Lattice,Captain,No Surcharge,Calm,Bare Device,Wavy Lines
2002,Perfin #2002,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2002.gif,Buff Wove,Sunburst,Pilot,Carmine Bar,Glance,Pipe,Mint Uncancelled
2003,Perfin #2003,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2003.gif,Azure Wove,Sunburst,Keeper,No Surcharge,Calm,Pipe,Killer Bars
2004,Perfin #2004,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2004.gif,Azure Wove,Wave Engine,Captain,No Surcharge,Shout,Cockade,Mute Killer
2005,Perfin #2005,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2005.gif,Pearl Wove,Wave Engine,Signal,Orange Triangle,Shout,Bare Device,Killer Bars
2006,Perfin #2006,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2006.gif,Rose Wove,Geometric Engine,Botanist,Violet Oval,Shout,Goggles,Mute Killer
2007,Perfin #2007,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2007.gif,Ivory Wove,Geometric Engine,Keeper,No Surcharge,Shout,Goggles,Mint Uncancelled
2008,Perfin #2008,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2008.gif,Buff Wove,Lattice,Clerk,Violet Oval,Calm,Cockade,Circular Date
2009,Perfin #2009,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2009.gif,Pearl Wove,Geometric Engine,Signal,Orange Triangle,Shout,Goggles,Mute Killer
2010,Perfin #2010,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2010.gif,Ivory Wove,Value Tablet,Warden,Prussian Band,Stern,Medal,Circular Date
2011,Perfin #2011,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2011.gif,Sage Wove,Rose Engine,Pilot,Carmine Bar,Smile,Medal,Mute Killer
2012,Perfin #2012,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2012.gif,Azure Wove,Wave Engine,Keeper,No Surcharge,Smile,Goggles,Mint Uncancelled
2013,Perfin #2013,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2013.gif,Rose Wove,Sunburst,Keeper,Orange Triangle,Calm,Bare Device,Mint Uncancelled
2014,Perfin #2014,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2014.gif,Pearl Wove,Sunburst,Keeper,Orange Triangle,Smile,Spectacles,Circular Date
2015,Perfin #2015,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2015.gif,Sage Wove,Value Tablet,Captain,Carmine Bar,Smile,Bare Device,Killer Bars
2016,Perfin #2016,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2016.gif,Azure Wove,Sunburst,Keeper,No Surcharge,Glance,Medal,Wavy Lines
2017,Perfin #2017,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2017.gif,Azure Wove,Rose Engine,Botanist,Violet Oval,Stern,Cockade,Mint Uncancelled
2018,Perfin #2018,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2018.gif,Rose Wove,Wave Engine,Signal,Orange Triangle,Shout,Goggles,Mute Killer
2019,Perfin #2019,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2019.gif,Grey Wove,Lattice,Botanist,Prussian Band,Smile,Goggles,Killer Bars
2020,Perfin #2020,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2020.gif,Grey Wove,Wave Engine,Keeper,No Surcharge,Glance,Bare Device,Killer Bars
2021,Perfin #2021,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2021.gif,Grey Wove,Value Tablet,Botanist,Carmine Bar,Shout,Spectacles,Killer Bars
2022,Perfin #2022,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2022.gif,Grey Wove,Rose Engine,Signal,Carmine Bar,Glance,Medal,Killer Bars
2023,Perfin #2023,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2023.gif,Ivory Wove,Sunburst,Signal,No Surcharge,Glance,Spectacles,Killer Bars
2024,Perfin #2024,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2024.gif,Pearl Wove,Sunburst,Mapper,Carmine Bar,Wink,Medal,Mint Uncancelled
2025,Perfin #2025,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2025.gif,Buff Wove,Sunburst,Pilot,Carmine Bar,Smile,Spectacles,Mint Uncancelled
2026,Perfin #2026,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2026.gif,Rose Wove,Lattice,Mapper,Prussian Band,Glance,Goggles,Circular Date
2027,Perfin #2027,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2027.gif,Grey Wove,Geometric Engine,Botanist,Orange Triangle,Calm,Medal,Wavy Lines
2028,Perfin #2028,A looping engraved postage stamp from Perfin. Intaglio hatch. Walking cancel. One clock. Free mint on Robinhood Chain.,2028.gif,Azure Wove,Sunburst,Signal,No Surcharge,Calm,Bare Device,Mint Uncancelled
