tokenID,name,description,file_name,attributes[Paper],attributes[Bloom],attributes[Visage],attributes[Gaze],attributes[Mark],attributes[Adorn]
729,Inkling #729,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,729.gif,Rose Gold,Silver Veil,Cat,Dew,Ink Splash,Soft Crown
730,Inkling #730,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,730.gif,Storm Grey,Silver Veil,Otter,Bright,Brush Streak,Bare head
731,Inkling #731,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,731.gif,Indigo Night,No bloom,Fox,Sleepy,Slow Drip,Flow Hair
732,Inkling #732,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,732.gif,Indigo Night,Coral Glow,Fox,Ember,Ink Splash,Bare head
733,Inkling #733,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,733.gif,Rose Gold,Teal Mist,Hare,Lidded,Clean face,Silk Bun
734,Inkling #734,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,734.gif,Peach Dusk,Teal Mist,Fox,Dew,Red Seal,Flow Hair
735,Inkling #735,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,735.gif,Storm Grey,Coral Glow,Hare,Dew,Red Seal,Ink Ribbon
736,Inkling #736,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,736.gif,Indigo Night,Coral Glow,Cat,Dew,Clean face,Bare head
737,Inkling #737,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,737.gif,Celadon Garden,Gold Wash,Fox,Bright,Red Seal,Wash Hood
738,Inkling #738,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,738.gif,Celadon Garden,Gold Wash,Fox,Ember,Clean face,Wash Hood
739,Inkling #739,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,739.gif,Rose Gold,No bloom,Crane,Ember,Ink Splash,Flow Hair
740,Inkling #740,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,740.gif,Charcoal Wash,No bloom,Cat,Ember,Ink Splash,Bare head
741,Inkling #741,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,741.gif,Celadon Garden,Gold Wash,Cat,Lidded,Red Seal,Ink Ribbon
742,Inkling #742,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,742.gif,Charcoal Wash,Silver Veil,Moon,Bright,Slow Drip,Bare head
743,Inkling #743,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,743.gif,Rose Gold,Violet Haze,Moon,Ember,Slow Drip,Silk Bun
744,Inkling #744,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,744.gif,Indigo Night,Violet Haze,Crane,Wink,Slow Drip,Flow Hair
745,Inkling #745,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,745.gif,Storm Grey,No bloom,Koi,Lidded,Clean face,Ink Ribbon
746,Inkling #746,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,746.gif,Rose Gold,Teal Mist,Cat,Ember,Brush Streak,Ink Ribbon
747,Inkling #747,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,747.gif,Storm Grey,Violet Haze,Moth,Bright,Clean face,Bare head
748,Inkling #748,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,748.gif,Cream Rice,Violet Haze,Moth,Wink,Ink Splash,Flow Hair
749,Inkling #749,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,749.gif,Peach Dusk,No bloom,Cat,Ember,Ink Splash,Wash Hood
750,Inkling #750,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,750.gif,Indigo Night,Silver Veil,Crane,Ember,Slow Drip,Bare head
751,Inkling #751,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,751.gif,Rose Gold,No bloom,Moon,Sleepy,Clean face,Bare head
752,Inkling #752,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,752.gif,Celadon Garden,Violet Haze,Koi,Sleepy,Red Seal,Ink Ribbon
753,Inkling #753,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,753.gif,Indigo Night,Gold Wash,Crane,Sleepy,Red Seal,Ink Ribbon
754,Inkling #754,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,754.gif,Cream Rice,No bloom,Fox,Bright,Slow Drip,Flow Hair
755,Inkling #755,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,755.gif,Peach Dusk,No bloom,Cat,Wink,Clean face,Soft Crown
756,Inkling #756,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,756.gif,Rose Gold,Gold Wash,Cat,Lidded,Slow Drip,Bare head
757,Inkling #757,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,757.gif,Wine Paper,No bloom,Moth,Ember,Clean face,Silk Bun
758,Inkling #758,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,758.gif,Wine Paper,Violet Haze,Fox,Bright,Slow Drip,Ink Ribbon
759,Inkling #759,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,759.gif,Charcoal Wash,Silver Veil,Cat,Lidded,Slow Drip,Ink Ribbon
760,Inkling #760,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,760.gif,Rose Gold,No bloom,Fox,Dew,Brush Streak,Ink Ribbon
761,Inkling #761,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,761.gif,Wine Paper,Teal Mist,Fox,Ember,Ink Splash,Ink Ribbon
762,Inkling #762,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,762.gif,Celadon Garden,Violet Haze,Koi,Ember,Clean face,Flow Hair
763,Inkling #763,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,763.gif,Indigo Night,Coral Glow,Otter,Sleepy,Ink Splash,Flow Hair
764,Inkling #764,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,764.gif,Charcoal Wash,No bloom,Moon,Dew,Clean face,Flow Hair
765,Inkling #765,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,765.gif,Storm Grey,Silver Veil,Crane,Bright,Ink Splash,Silk Bun
766,Inkling #766,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,766.gif,Rose Gold,Coral Glow,Cat,Wink,Clean face,Bare head
767,Inkling #767,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,767.gif,Indigo Night,Gold Wash,Koi,Bright,Clean face,Bare head
768,Inkling #768,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,768.gif,Indigo Night,Violet Haze,Fox,Bright,Ink Splash,Flow Hair
769,Inkling #769,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,769.gif,Indigo Night,Coral Glow,Fox,Dew,Clean face,Ink Ribbon
770,Inkling #770,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,770.gif,Celadon Garden,No bloom,Koi,Dew,Brush Streak,Flow Hair
771,Inkling #771,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,771.gif,Wine Paper,No bloom,Otter,Ember,Clean face,Bare head
772,Inkling #772,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,772.gif,Indigo Night,Violet Haze,Koi,Ember,Ink Splash,Bare head
773,Inkling #773,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,773.gif,Indigo Night,Violet Haze,Hare,Lidded,Clean face,Soft Crown
774,Inkling #774,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,774.gif,Cream Rice,Violet Haze,Cat,Ember,Clean face,Flow Hair
775,Inkling #775,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,775.gif,Rose Gold,No bloom,Crane,Bright,Ink Splash,Silk Bun
776,Inkling #776,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,776.gif,Celadon Garden,Violet Haze,Moon,Ember,Clean face,Silk Bun
777,Inkling #777,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,777.gif,Rose Gold,Violet Haze,Moth,Wink,Slow Drip,Bare head
778,Inkling #778,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,778.gif,Wine Paper,No bloom,Otter,Sleepy,Brush Streak,Silk Bun
779,Inkling #779,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,779.gif,Peach Dusk,Violet Haze,Fox,Wink,Clean face,Soft Crown
780,Inkling #780,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,780.gif,Storm Grey,No bloom,Otter,Bright,Ink Splash,Silk Bun
781,Inkling #781,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,781.gif,Celadon Garden,No bloom,Moth,Wink,Brush Streak,Flow Hair
782,Inkling #782,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,782.gif,Rose Gold,No bloom,Cat,Dew,Clean face,Soft Crown
783,Inkling #783,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,783.gif,Storm Grey,Coral Glow,Hare,Bright,Red Seal,Silk Bun
784,Inkling #784,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,784.gif,Wine Paper,Gold Wash,Moon,Sleepy,Clean face,Wash Hood
785,Inkling #785,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,785.gif,Cream Rice,Violet Haze,Moon,Lidded,Clean face,Wash Hood
786,Inkling #786,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,786.gif,Rose Gold,Gold Wash,Moth,Sleepy,Ink Splash,Ink Ribbon
787,Inkling #787,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,787.gif,Rose Gold,Coral Glow,Crane,Wink,Ink Splash,Silk Bun
788,Inkling #788,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,788.gif,Indigo Night,Silver Veil,Otter,Lidded,Clean face,Flow Hair
789,Inkling #789,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,789.gif,Indigo Night,Teal Mist,Hare,Bright,Ink Splash,Wash Hood
790,Inkling #790,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,790.gif,Storm Grey,Teal Mist,Moon,Bright,Brush Streak,Wash Hood
791,Inkling #791,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,791.gif,Celadon Garden,Coral Glow,Cat,Bright,Red Seal,Soft Crown
792,Inkling #792,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,792.gif,Charcoal Wash,No bloom,Hare,Bright,Clean face,Ink Ribbon
793,Inkling #793,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,793.gif,Celadon Garden,Violet Haze,Koi,Sleepy,Brush Streak,Ink Ribbon
794,Inkling #794,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,794.gif,Rose Gold,Teal Mist,Koi,Sleepy,Brush Streak,Silk Bun
795,Inkling #795,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,795.gif,Storm Grey,No bloom,Koi,Sleepy,Clean face,Silk Bun
796,Inkling #796,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,796.gif,Cream Rice,Teal Mist,Crane,Wink,Slow Drip,Silk Bun
797,Inkling #797,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,797.gif,Indigo Night,Violet Haze,Moth,Sleepy,Clean face,Ink Ribbon
798,Inkling #798,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,798.gif,Charcoal Wash,Violet Haze,Otter,Wink,Slow Drip,Wash Hood
799,Inkling #799,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,799.gif,Charcoal Wash,No bloom,Moon,Dew,Ink Splash,Bare head
800,Inkling #800,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,800.gif,Charcoal Wash,Violet Haze,Moon,Ember,Slow Drip,Ink Ribbon
801,Inkling #801,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,801.gif,Charcoal Wash,Silver Veil,Moon,Sleepy,Brush Streak,Silk Bun
802,Inkling #802,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,802.gif,Peach Dusk,Coral Glow,Otter,Sleepy,Brush Streak,Ink Ribbon
803,Inkling #803,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,803.gif,Cream Rice,No bloom,Otter,Bright,Clean face,Silk Bun
804,Inkling #804,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,804.gif,Charcoal Wash,Teal Mist,Moon,Ember,Brush Streak,Wash Hood
805,Inkling #805,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,805.gif,Cream Rice,Silver Veil,Moon,Sleepy,Clean face,Wash Hood
806,Inkling #806,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,806.gif,Storm Grey,No bloom,Fox,Lidded,Ink Splash,Ink Ribbon
807,Inkling #807,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,807.gif,Celadon Garden,Violet Haze,Koi,Sleepy,Clean face,Wash Hood
808,Inkling #808,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,808.gif,Cream Rice,Teal Mist,Cat,Wink,Brush Streak,Soft Crown
809,Inkling #809,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,809.gif,Indigo Night,Violet Haze,Crane,Dew,Slow Drip,Bare head
810,Inkling #810,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,810.gif,Cream Rice,No bloom,Hare,Lidded,Red Seal,Soft Crown
811,Inkling #811,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,811.gif,Rose Gold,Silver Veil,Cat,Bright,Slow Drip,Wash Hood
812,Inkling #812,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,812.gif,Celadon Garden,Coral Glow,Otter,Wink,Slow Drip,Ink Ribbon
813,Inkling #813,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,813.gif,Cream Rice,Coral Glow,Moth,Lidded,Ink Splash,Bare head
814,Inkling #814,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,814.gif,Cream Rice,Teal Mist,Koi,Wink,Slow Drip,Bare head
815,Inkling #815,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,815.gif,Celadon Garden,No bloom,Crane,Bright,Clean face,Soft Crown
816,Inkling #816,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,816.gif,Indigo Night,Teal Mist,Moth,Ember,Brush Streak,Bare head
817,Inkling #817,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,817.gif,Indigo Night,Teal Mist,Fox,Ember,Slow Drip,Soft Crown
818,Inkling #818,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,818.gif,Peach Dusk,Gold Wash,Crane,Bright,Clean face,Soft Crown
819,Inkling #819,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,819.gif,Peach Dusk,No bloom,Moth,Wink,Slow Drip,Wash Hood
820,Inkling #820,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,820.gif,Indigo Night,Coral Glow,Moth,Sleepy,Clean face,Bare head
821,Inkling #821,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,821.gif,Storm Grey,No bloom,Moon,Lidded,Clean face,Bare head
822,Inkling #822,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,822.gif,Wine Paper,Gold Wash,Fox,Lidded,Ink Splash,Soft Crown
823,Inkling #823,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,823.gif,Celadon Garden,Teal Mist,Crane,Lidded,Red Seal,Bare head
824,Inkling #824,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,824.gif,Celadon Garden,Gold Wash,Crane,Bright,Ink Splash,Bare head
825,Inkling #825,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,825.gif,Indigo Night,Violet Haze,Cat,Ember,Clean face,Soft Crown
826,Inkling #826,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,826.gif,Cream Rice,Teal Mist,Crane,Wink,Brush Streak,Ink Ribbon
827,Inkling #827,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,827.gif,Rose Gold,Silver Veil,Cat,Dew,Red Seal,Bare head
828,Inkling #828,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,828.gif,Charcoal Wash,Coral Glow,Moon,Wink,Clean face,Soft Crown
829,Inkling #829,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,829.gif,Storm Grey,Violet Haze,Koi,Sleepy,Clean face,Bare head
830,Inkling #830,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,830.gif,Peach Dusk,Teal Mist,Fox,Ember,Slow Drip,Wash Hood
831,Inkling #831,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,831.gif,Peach Dusk,No bloom,Moth,Bright,Red Seal,Silk Bun
832,Inkling #832,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,832.gif,Indigo Night,No bloom,Otter,Sleepy,Clean face,Ink Ribbon
833,Inkling #833,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,833.gif,Rose Gold,Coral Glow,Moon,Wink,Slow Drip,Soft Crown
834,Inkling #834,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,834.gif,Storm Grey,Teal Mist,Fox,Wink,Red Seal,Wash Hood
835,Inkling #835,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,835.gif,Wine Paper,Silver Veil,Cat,Lidded,Clean face,Wash Hood
836,Inkling #836,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,836.gif,Indigo Night,No bloom,Fox,Lidded,Ink Splash,Silk Bun
837,Inkling #837,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,837.gif,Celadon Garden,Violet Haze,Crane,Dew,Slow Drip,Flow Hair
838,Inkling #838,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,838.gif,Rose Gold,No bloom,Cat,Ember,Slow Drip,Ink Ribbon
839,Inkling #839,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,839.gif,Storm Grey,Teal Mist,Crane,Wink,Brush Streak,Wash Hood
840,Inkling #840,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,840.gif,Charcoal Wash,Coral Glow,Koi,Bright,Clean face,Silk Bun
841,Inkling #841,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,841.gif,Storm Grey,No bloom,Koi,Bright,Clean face,Wash Hood
842,Inkling #842,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,842.gif,Celadon Garden,Gold Wash,Crane,Lidded,Red Seal,Ink Ribbon
843,Inkling #843,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,843.gif,Charcoal Wash,Teal Mist,Fox,Ember,Brush Streak,Ink Ribbon
844,Inkling #844,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,844.gif,Peach Dusk,Violet Haze,Moth,Sleepy,Clean face,Flow Hair
845,Inkling #845,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,845.gif,Storm Grey,Teal Mist,Koi,Bright,Ink Splash,Silk Bun
846,Inkling #846,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,846.gif,Storm Grey,No bloom,Fox,Dew,Clean face,Bare head
847,Inkling #847,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,847.gif,Indigo Night,Gold Wash,Cat,Sleepy,Red Seal,Silk Bun
848,Inkling #848,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,848.gif,Cream Rice,Violet Haze,Koi,Sleepy,Clean face,Soft Crown
849,Inkling #849,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,849.gif,Celadon Garden,Coral Glow,Crane,Dew,Slow Drip,Ink Ribbon
850,Inkling #850,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,850.gif,Cream Rice,Coral Glow,Moth,Sleepy,Ink Splash,Flow Hair
851,Inkling #851,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,851.gif,Celadon Garden,Silver Veil,Fox,Bright,Slow Drip,Flow Hair
852,Inkling #852,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,852.gif,Cream Rice,Gold Wash,Crane,Wink,Clean face,Soft Crown
853,Inkling #853,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,853.gif,Storm Grey,Silver Veil,Otter,Wink,Clean face,Wash Hood
854,Inkling #854,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,854.gif,Rose Gold,Violet Haze,Otter,Wink,Ink Splash,Silk Bun
855,Inkling #855,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,855.gif,Peach Dusk,Silver Veil,Koi,Bright,Clean face,Ink Ribbon
856,Inkling #856,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,856.gif,Storm Grey,No bloom,Crane,Dew,Brush Streak,Bare head
857,Inkling #857,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,857.gif,Cream Rice,Violet Haze,Otter,Wink,Ink Splash,Silk Bun
858,Inkling #858,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,858.gif,Charcoal Wash,No bloom,Moth,Lidded,Slow Drip,Soft Crown
859,Inkling #859,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,859.gif,Wine Paper,No bloom,Fox,Lidded,Brush Streak,Ink Ribbon
860,Inkling #860,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,860.gif,Peach Dusk,Teal Mist,Crane,Lidded,Ink Splash,Bare head
861,Inkling #861,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,861.gif,Indigo Night,Coral Glow,Moth,Sleepy,Brush Streak,Wash Hood
862,Inkling #862,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,862.gif,Peach Dusk,Coral Glow,Koi,Dew,Clean face,Soft Crown
863,Inkling #863,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,863.gif,Cream Rice,No bloom,Fox,Wink,Clean face,Bare head
864,Inkling #864,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,864.gif,Charcoal Wash,No bloom,Crane,Wink,Clean face,Bare head
865,Inkling #865,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,865.gif,Wine Paper,Coral Glow,Moon,Bright,Ink Splash,Bare head
866,Inkling #866,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,866.gif,Peach Dusk,Silver Veil,Cat,Wink,Ink Splash,Wash Hood
867,Inkling #867,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,867.gif,Peach Dusk,No bloom,Fox,Lidded,Brush Streak,Flow Hair
868,Inkling #868,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,868.gif,Celadon Garden,Teal Mist,Koi,Bright,Red Seal,Flow Hair
869,Inkling #869,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,869.gif,Storm Grey,Gold Wash,Moth,Ember,Ink Splash,Bare head
870,Inkling #870,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,870.gif,Storm Grey,No bloom,Moon,Lidded,Slow Drip,Silk Bun
871,Inkling #871,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,871.gif,Storm Grey,Gold Wash,Moth,Wink,Brush Streak,Flow Hair
872,Inkling #872,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,872.gif,Celadon Garden,Teal Mist,Moth,Sleepy,Clean face,Ink Ribbon
873,Inkling #873,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,873.gif,Charcoal Wash,Silver Veil,Moth,Sleepy,Slow Drip,Ink Ribbon
874,Inkling #874,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,874.gif,Cream Rice,Violet Haze,Koi,Wink,Clean face,Wash Hood
875,Inkling #875,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,875.gif,Charcoal Wash,Violet Haze,Otter,Dew,Ink Splash,Flow Hair
876,Inkling #876,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,876.gif,Charcoal Wash,Coral Glow,Moon,Sleepy,Red Seal,Flow Hair
877,Inkling #877,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,877.gif,Cream Rice,Gold Wash,Moon,Ember,Clean face,Soft Crown
878,Inkling #878,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,878.gif,Indigo Night,Gold Wash,Cat,Lidded,Red Seal,Bare head
879,Inkling #879,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,879.gif,Cream Rice,Teal Mist,Koi,Lidded,Red Seal,Flow Hair
880,Inkling #880,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,880.gif,Wine Paper,No bloom,Fox,Bright,Clean face,Flow Hair
881,Inkling #881,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,881.gif,Celadon Garden,Violet Haze,Fox,Ember,Ink Splash,Ink Ribbon
882,Inkling #882,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,882.gif,Rose Gold,Coral Glow,Moon,Dew,Red Seal,Bare head
883,Inkling #883,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,883.gif,Indigo Night,Teal Mist,Otter,Bright,Ink Splash,Silk Bun
884,Inkling #884,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,884.gif,Celadon Garden,Violet Haze,Hare,Lidded,Red Seal,Ink Ribbon
885,Inkling #885,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,885.gif,Rose Gold,No bloom,Moon,Wink,Clean face,Bare head
886,Inkling #886,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,886.gif,Wine Paper,No bloom,Cat,Sleepy,Red Seal,Bare head
887,Inkling #887,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,887.gif,Celadon Garden,No bloom,Crane,Bright,Clean face,Bare head
888,Inkling #888,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,888.gif,Celadon Garden,Violet Haze,Koi,Lidded,Clean face,Soft Crown
889,Inkling #889,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,889.gif,Cream Rice,No bloom,Fox,Dew,Clean face,Bare head
890,Inkling #890,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,890.gif,Charcoal Wash,Teal Mist,Koi,Lidded,Ink Splash,Ink Ribbon
891,Inkling #891,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,891.gif,Indigo Night,Teal Mist,Otter,Bright,Red Seal,Flow Hair
892,Inkling #892,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,892.gif,Rose Gold,Teal Mist,Fox,Lidded,Red Seal,Soft Crown
893,Inkling #893,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,893.gif,Indigo Night,No bloom,Crane,Dew,Clean face,Wash Hood
894,Inkling #894,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,894.gif,Celadon Garden,Violet Haze,Crane,Lidded,Slow Drip,Flow Hair
895,Inkling #895,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,895.gif,Peach Dusk,No bloom,Koi,Wink,Ink Splash,Silk Bun
896,Inkling #896,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,896.gif,Storm Grey,Coral Glow,Cat,Bright,Red Seal,Silk Bun
897,Inkling #897,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,897.gif,Indigo Night,Silver Veil,Crane,Sleepy,Clean face,Bare head
898,Inkling #898,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,898.gif,Rose Gold,No bloom,Koi,Bright,Clean face,Wash Hood
899,Inkling #899,A looping ink-wash PFP stacked from painterly trait layers. Minted on Ink.,899.gif,Cream Rice,Teal Mist,Crane,Lidded,Clean face,Bare head
