tokenID,name,description,file_name,attributes[Field],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
1729,Foxin #1729,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1729.gif,Peach,Maple,Normal,None,None,Leaf
1730,Foxin #1730,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1730.gif,Snow,Dusk,Sleepy,None,None,Lantern
1731,Foxin #1731,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1731.gif,Snow,Maple,Wink,Flower,None,Lantern
1732,Foxin #1732,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1732.gif,Snow,Maple,Heart,Flower,Scarf,Lantern
1733,Foxin #1733,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1733.gif,Hearth,Dusk,Sparkly,None,Scarf,Lantern
1734,Foxin #1734,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1734.gif,Peach,Maple,Wink,None,Scarf,Leaf
1735,Foxin #1735,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1735.gif,Snow,Snow,Sparkly,Cap,Scarf,Acorn
1736,Foxin #1736,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1736.gif,Dusk,Maple,Normal,Flower,Bandana,Leaf
1737,Foxin #1737,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1737.gif,Snow,Maple,Grin,Beanie,Scarf,Leaf
1738,Foxin #1738,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1738.gif,Snow,Maple,Blep,Flower,None,Acorn
1739,Foxin #1739,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1739.gif,Hearth,Dusk,Grin,None,Scarf,Leaf
1740,Foxin #1740,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1740.gif,Snow,Maple,Sparkly,None,Scarf,Acorn
1741,Foxin #1741,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1741.gif,Peach,Maple,Blep,Beanie,None,Acorn
1742,Foxin #1742,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1742.gif,Snow,Maple,Pout,None,Bandana,Acorn
1743,Foxin #1743,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1743.gif,Dusk,Dusk,Normal,Cap,None,Lantern
1744,Foxin #1744,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1744.gif,Peach,Maple,Wink,Bow,Bell,Acorn
1745,Foxin #1745,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1745.gif,Hearth,Dusk,Grin,Beanie,Scarf,Leaf
1746,Foxin #1746,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1746.gif,Peach,Maple,Blep,Beanie,Bandana,Acorn
1747,Foxin #1747,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1747.gif,Snow,Snow,Wink,Beret,None,Leaf
1748,Foxin #1748,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1748.gif,Dusk,Snow,Grin,Beanie,Scarf,Acorn
1749,Foxin #1749,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1749.gif,Peach,Maple,Normal,None,Scarf,Acorn
1750,Foxin #1750,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1750.gif,Snow,Dusk,Normal,Leaf,None,Lantern
1751,Foxin #1751,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1751.gif,Peach,Maple,Grin,None,None,Lantern
1752,Foxin #1752,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1752.gif,Snow,Dusk,Grin,None,Bell,Acorn
1753,Foxin #1753,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1753.gif,Peach,Maple,Sparkly,Flower,Scarf,Leaf
1754,Foxin #1754,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1754.gif,Snow,Maple,Sparkly,Beret,None,Acorn
1755,Foxin #1755,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1755.gif,Dusk,Snow,Grin,None,Bandana,Lantern
1756,Foxin #1756,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1756.gif,Peach,Dusk,Grin,Cap,Bell,None
1757,Foxin #1757,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1757.gif,Snow,Snow,Wink,Beret,Bell,None
1758,Foxin #1758,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1758.gif,Snow,Dusk,Wink,Flower,Bell,Acorn
1759,Foxin #1759,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1759.gif,Peach,Snow,Sparkly,Bow,None,None
1760,Foxin #1760,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1760.gif,Peach,Snow,Wink,Beret,None,Leaf
1761,Foxin #1761,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1761.gif,Dusk,Maple,Heart,None,Bandana,Acorn
1762,Foxin #1762,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1762.gif,Peach,Maple,Normal,Beanie,None,None
1763,Foxin #1763,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1763.gif,Peach,Snow,Pout,Beanie,Bell,Leaf
1764,Foxin #1764,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1764.gif,Hearth,Dusk,Sparkly,None,Scarf,None
1765,Foxin #1765,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1765.gif,Snow,Dusk,Normal,Bow,Scarf,Lantern
1766,Foxin #1766,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1766.gif,Hearth,Maple,Grin,Beret,Bandana,Acorn
1767,Foxin #1767,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1767.gif,Dusk,Snow,Normal,Cap,Bandana,Lantern
1768,Foxin #1768,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1768.gif,Dusk,Dusk,Normal,Beret,Bandana,Acorn
1769,Foxin #1769,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1769.gif,Hearth,Maple,Pout,Leaf,Bandana,Leaf
1770,Foxin #1770,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1770.gif,Peach,Maple,Pout,Beret,Bandana,None
1771,Foxin #1771,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1771.gif,Dusk,Snow,Grin,Beanie,Bell,None
1772,Foxin #1772,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1772.gif,Peach,Snow,Sleepy,Leaf,Bandana,Acorn
1773,Foxin #1773,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1773.gif,Dusk,Dusk,Wink,Leaf,Scarf,Lantern
1774,Foxin #1774,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1774.gif,Hearth,Snow,Normal,Bow,None,None
1775,Foxin #1775,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1775.gif,Peach,Maple,Normal,Beret,None,Lantern
1776,Foxin #1776,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1776.gif,Hearth,Snow,Sparkly,Cap,None,Lantern
1777,Foxin #1777,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1777.gif,Hearth,Maple,Sleepy,Bow,Bell,Acorn
1778,Foxin #1778,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1778.gif,Peach,Dusk,Blep,Leaf,Scarf,None
1779,Foxin #1779,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1779.gif,Peach,Dusk,Sleepy,Leaf,Scarf,Acorn
1780,Foxin #1780,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1780.gif,Dusk,Maple,Sleepy,Leaf,Bandana,Lantern
1781,Foxin #1781,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1781.gif,Snow,Maple,Pout,None,None,Leaf
1782,Foxin #1782,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1782.gif,Snow,Maple,Wink,Beret,Bandana,Leaf
1783,Foxin #1783,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1783.gif,Snow,Snow,Wink,None,Scarf,Lantern
1784,Foxin #1784,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1784.gif,Dusk,Maple,Pout,Cap,None,Leaf
1785,Foxin #1785,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1785.gif,Snow,Dusk,Sleepy,Leaf,None,None
1786,Foxin #1786,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1786.gif,Dusk,Snow,Normal,Leaf,None,Acorn
1787,Foxin #1787,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1787.gif,Peach,Dusk,Pout,Cap,Scarf,None
1788,Foxin #1788,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1788.gif,Peach,Snow,Wink,Flower,Bell,None
1789,Foxin #1789,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1789.gif,Peach,Maple,Heart,Leaf,None,Lantern
1790,Foxin #1790,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1790.gif,Snow,Maple,Normal,None,None,Acorn
1791,Foxin #1791,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1791.gif,Snow,Maple,Sparkly,Flower,Bandana,None
1792,Foxin #1792,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1792.gif,Snow,Maple,Wink,None,None,Leaf
1793,Foxin #1793,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1793.gif,Snow,Maple,Blep,Bow,None,None
1794,Foxin #1794,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1794.gif,Hearth,Maple,Sparkly,Beret,Bell,Lantern
1795,Foxin #1795,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1795.gif,Dusk,Maple,Normal,Leaf,Bell,None
1796,Foxin #1796,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1796.gif,Peach,Maple,Sleepy,Beanie,None,Acorn
1797,Foxin #1797,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1797.gif,Peach,Maple,Normal,Leaf,None,Lantern
1798,Foxin #1798,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1798.gif,Peach,Dusk,Grin,None,Bell,None
1799,Foxin #1799,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1799.gif,Dusk,Snow,Sleepy,Cap,Scarf,None
1800,Foxin #1800,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1800.gif,Dusk,Snow,Blep,Flower,Bandana,Lantern
1801,Foxin #1801,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1801.gif,Snow,Dusk,Normal,Cap,Scarf,Lantern
1802,Foxin #1802,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1802.gif,Snow,Snow,Sleepy,Flower,None,Acorn
1803,Foxin #1803,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1803.gif,Hearth,Maple,Wink,Bow,Bell,Acorn
1804,Foxin #1804,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1804.gif,Dusk,Dusk,Grin,None,Bell,Acorn
1805,Foxin #1805,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1805.gif,Snow,Maple,Normal,Flower,Scarf,Acorn
1806,Foxin #1806,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1806.gif,Dusk,Dusk,Blep,None,Bell,None
1807,Foxin #1807,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1807.gif,Hearth,Maple,Pout,None,Bell,Lantern
1808,Foxin #1808,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1808.gif,Peach,Dusk,Heart,Flower,None,None
1809,Foxin #1809,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1809.gif,Peach,Maple,Heart,Leaf,Bandana,None
1810,Foxin #1810,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1810.gif,Snow,Maple,Normal,Flower,None,Leaf
1811,Foxin #1811,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1811.gif,Snow,Dusk,Grin,Leaf,Scarf,None
1812,Foxin #1812,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1812.gif,Dusk,Maple,Sparkly,Beanie,Scarf,Leaf
1813,Foxin #1813,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1813.gif,Peach,Maple,Normal,Cap,Bandana,Lantern
1814,Foxin #1814,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1814.gif,Snow,Snow,Wink,None,None,Leaf
1815,Foxin #1815,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1815.gif,Peach,Maple,Grin,Cap,Bandana,Acorn
1816,Foxin #1816,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1816.gif,Peach,Maple,Sleepy,None,None,Leaf
1817,Foxin #1817,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1817.gif,Snow,Maple,Normal,Leaf,None,Acorn
1818,Foxin #1818,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1818.gif,Snow,Dusk,Sparkly,Cap,Scarf,Acorn
1819,Foxin #1819,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1819.gif,Peach,Maple,Normal,Cap,Bell,Acorn
1820,Foxin #1820,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1820.gif,Dusk,Dusk,Blep,Beret,Bell,Acorn
1821,Foxin #1821,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1821.gif,Peach,Maple,Sleepy,None,Bandana,Acorn
1822,Foxin #1822,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1822.gif,Peach,Maple,Normal,Beanie,Bandana,Lantern
1823,Foxin #1823,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1823.gif,Peach,Snow,Grin,None,Scarf,None
1824,Foxin #1824,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1824.gif,Hearth,Maple,Grin,Cap,Bandana,Acorn
1825,Foxin #1825,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1825.gif,Peach,Snow,Heart,Beret,None,Acorn
1826,Foxin #1826,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1826.gif,Hearth,Snow,Grin,Beret,Scarf,Acorn
1827,Foxin #1827,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1827.gif,Dusk,Dusk,Blep,Leaf,Scarf,Leaf
1828,Foxin #1828,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1828.gif,Snow,Dusk,Sleepy,Cap,None,Acorn
1829,Foxin #1829,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1829.gif,Hearth,Maple,Sleepy,Cap,Scarf,Acorn
1830,Foxin #1830,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1830.gif,Hearth,Dusk,Grin,Bow,None,None
1831,Foxin #1831,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1831.gif,Peach,Snow,Pout,Leaf,Scarf,Acorn
1832,Foxin #1832,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1832.gif,Hearth,Snow,Sparkly,Leaf,None,Lantern
1833,Foxin #1833,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1833.gif,Dusk,Dusk,Heart,Cap,Scarf,Lantern
1834,Foxin #1834,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1834.gif,Hearth,Snow,Wink,Beret,None,Leaf
1835,Foxin #1835,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1835.gif,Peach,Dusk,Pout,Beanie,None,Leaf
1836,Foxin #1836,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1836.gif,Dusk,Maple,Blep,Beanie,Bandana,Leaf
1837,Foxin #1837,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1837.gif,Hearth,Maple,Blep,None,None,Leaf
1838,Foxin #1838,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1838.gif,Hearth,Dusk,Pout,Flower,Scarf,Acorn
1839,Foxin #1839,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1839.gif,Peach,Snow,Sparkly,Leaf,Bell,Acorn
1840,Foxin #1840,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1840.gif,Dusk,Maple,Sleepy,Bow,Bandana,Leaf
1841,Foxin #1841,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1841.gif,Hearth,Maple,Wink,None,Bandana,Lantern
1842,Foxin #1842,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1842.gif,Peach,Snow,Sleepy,Beanie,None,None
1843,Foxin #1843,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1843.gif,Peach,Maple,Pout,Bow,None,Leaf
1844,Foxin #1844,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1844.gif,Hearth,Maple,Wink,Beanie,Bandana,Acorn
1845,Foxin #1845,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1845.gif,Hearth,Maple,Normal,Flower,Scarf,Lantern
1846,Foxin #1846,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1846.gif,Peach,Maple,Grin,Bow,Bell,Lantern
1847,Foxin #1847,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1847.gif,Snow,Maple,Sleepy,Flower,Bell,Leaf
1848,Foxin #1848,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1848.gif,Peach,Maple,Sparkly,Bow,Scarf,None
1849,Foxin #1849,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1849.gif,Snow,Snow,Sparkly,None,None,None
1850,Foxin #1850,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1850.gif,Snow,Snow,Grin,None,Bandana,Acorn
1851,Foxin #1851,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1851.gif,Peach,Dusk,Grin,Beret,None,Lantern
1852,Foxin #1852,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1852.gif,Dusk,Maple,Blep,Flower,Bandana,None
1853,Foxin #1853,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1853.gif,Snow,Snow,Normal,Beanie,Scarf,Lantern
1854,Foxin #1854,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1854.gif,Snow,Snow,Sparkly,Bow,Scarf,Acorn
1855,Foxin #1855,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1855.gif,Snow,Maple,Wink,Flower,None,None
1856,Foxin #1856,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1856.gif,Peach,Snow,Grin,Leaf,Scarf,Leaf
1857,Foxin #1857,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1857.gif,Snow,Dusk,Sleepy,Beret,Scarf,None
1858,Foxin #1858,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1858.gif,Peach,Dusk,Normal,Leaf,None,None
1859,Foxin #1859,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1859.gif,Dusk,Maple,Blep,Beanie,Bell,Lantern
1860,Foxin #1860,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1860.gif,Snow,Maple,Normal,Cap,Bell,Lantern
1861,Foxin #1861,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1861.gif,Hearth,Maple,Normal,Flower,Bell,None
1862,Foxin #1862,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1862.gif,Peach,Maple,Normal,Flower,Bell,Acorn
1863,Foxin #1863,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1863.gif,Snow,Maple,Normal,None,Bell,Leaf
1864,Foxin #1864,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1864.gif,Snow,Dusk,Blep,Beret,None,Leaf
1865,Foxin #1865,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1865.gif,Snow,Maple,Blep,Flower,None,None
1866,Foxin #1866,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1866.gif,Peach,Dusk,Sleepy,Flower,None,Leaf
1867,Foxin #1867,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1867.gif,Peach,Maple,Normal,Leaf,Bell,None
1868,Foxin #1868,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1868.gif,Hearth,Maple,Sleepy,Beanie,Scarf,Acorn
1869,Foxin #1869,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1869.gif,Hearth,Snow,Wink,Beret,None,None
1870,Foxin #1870,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1870.gif,Dusk,Snow,Normal,Beret,None,None
1871,Foxin #1871,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1871.gif,Snow,Maple,Blep,Beret,Scarf,None
1872,Foxin #1872,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1872.gif,Peach,Maple,Pout,Leaf,None,Leaf
1873,Foxin #1873,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1873.gif,Peach,Dusk,Grin,Cap,Scarf,Leaf
1874,Foxin #1874,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1874.gif,Dusk,Snow,Blep,Cap,None,None
1875,Foxin #1875,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1875.gif,Hearth,Maple,Blep,Cap,Bell,Leaf
1876,Foxin #1876,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1876.gif,Peach,Snow,Pout,Flower,Bandana,Leaf
1877,Foxin #1877,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1877.gif,Snow,Dusk,Normal,Flower,None,None
1878,Foxin #1878,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1878.gif,Dusk,Maple,Normal,Cap,None,None
1879,Foxin #1879,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1879.gif,Peach,Dusk,Pout,Beret,Bandana,Acorn
1880,Foxin #1880,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1880.gif,Peach,Dusk,Pout,None,None,Leaf
1881,Foxin #1881,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1881.gif,Snow,Dusk,Pout,Beanie,None,Lantern
1882,Foxin #1882,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1882.gif,Dusk,Snow,Normal,Leaf,Scarf,None
1883,Foxin #1883,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1883.gif,Peach,Snow,Heart,Flower,Bandana,Leaf
1884,Foxin #1884,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1884.gif,Hearth,Dusk,Grin,Flower,None,Leaf
1885,Foxin #1885,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1885.gif,Dusk,Maple,Wink,None,Bandana,Acorn
1886,Foxin #1886,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1886.gif,Peach,Snow,Sleepy,Bow,Bandana,Lantern
1887,Foxin #1887,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1887.gif,Dusk,Snow,Pout,None,Bandana,None
1888,Foxin #1888,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1888.gif,Peach,Snow,Normal,Beret,None,Acorn
1889,Foxin #1889,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1889.gif,Dusk,Maple,Grin,Beret,Bell,Leaf
1890,Foxin #1890,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1890.gif,Dusk,Dusk,Normal,Flower,None,None
1891,Foxin #1891,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1891.gif,Snow,Maple,Blep,Beanie,None,None
1892,Foxin #1892,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1892.gif,Dusk,Maple,Wink,None,Scarf,Lantern
1893,Foxin #1893,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1893.gif,Hearth,Maple,Normal,Beret,Bandana,Acorn
1894,Foxin #1894,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1894.gif,Dusk,Dusk,Normal,Beanie,Bell,None
1895,Foxin #1895,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1895.gif,Hearth,Snow,Pout,Leaf,Scarf,None
1896,Foxin #1896,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1896.gif,Hearth,Maple,Normal,Beanie,None,Leaf
1897,Foxin #1897,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1897.gif,Peach,Dusk,Sleepy,Bow,Bell,Acorn
1898,Foxin #1898,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,1898.gif,Snow,Snow,Normal,Flower,Bandana,Lantern
